title,url,category,rating,rating_count,meta_data,image_url,ingredients,directions,nutrition
Classic Peanut Butter Cookies,https://www.allrecipes.com/recipe/10275/classic-peanut-butter-cookies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Peanut Butter Cookie Recipes', 'Classic Peanut Butter Cookies']",4.5,4020,"['cook: 10 mins', 'additional: 1 hr', 'total: 1 hr 25 mins', 'prep: 15 mins', 'Servings: 24', 'Yield: 4 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F01%2F18%2F1-275-classic-peanut-butter-cookies-mfs15-1.jpg,"['1 cup unsalted butter ', '1 cup crunchy peanut butter ', '1 cup white sugar ', '1 cup packed brown sugar ', '2 large eggs eggs ', '2\u2009½ cups all-purpose flour ', '1 teaspoon baking powder ', '½ teaspoon salt ', '1\u2009½ teaspoons baking soda ']","['Cream butter, peanut butter, and sugars together in a bowl; beat in eggs.', 'In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour.', 'Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown.', 'Read our picks for the best hand mixers to make cooking your favorite recipes that much easier.']",Per Serving:  252 calories; protein 4.5g; carbohydrates 29.7g; fat 13.6g; cholesterol 35.8mg; sodium 209.4mg. Full Nutrition
The Best Lemon Bars,https://www.allrecipes.com/recipe/10294/the-best-lemon-bars/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Bar Cookie Recipes', 'Lemon Bar Recipes', 'The Best Lemon Bars']",4.5,3395,"['cook: 40 mins', 'total: 55 mins', 'prep: 15 mins', 'Servings: 36', 'Yield: 1 - 9x13 inch pan']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F25%2F10294-the-best-lemon-bars-medha-1x1-1.jpg,"['1 cup butter, softened ', '½ cup white sugar ', '2 cups all-purpose flour ', '4 eggs ', '1\u2009½ cups white sugar ', '¼ cup all-purpose flour ', '2 lemons, juiced ']","['Preheat oven to 350 degrees F (175 degrees C).', 'In a medium bowl, blend together softened butter, 2 cups flour and 1/2 cup sugar. Press into the bottom of an ungreased 9x13 inch pan.', 'Bake for 15 to 20 minutes in the preheated oven, or until firm and golden. In another bowl, whisk together the remaining 1 1/2 cups sugar and 1/4 cup flour. Whisk in the eggs and lemon juice. Pour over the baked crust.', 'Bake for an additional 20 minutes in the preheated oven. The bars will firm up as they cool. For a festive tray, make another pan using limes instead of lemons and adding a drop of green food coloring to give a very pale green. After both pans have cooled, cut into uniform 2 inch squares and arrange in a checker board fashion.', 'Please note the difference in ingredient amounts and serving size when using the magazine version of this recipe.\xa0']",Per Serving:  126 calories; protein 1.6g; carbohydrates 17.8g; fat 5.8g; cholesterol 34.2mg; sodium 44.4mg. Full Nutrition
Soft Oatmeal Cookies,https://www.allrecipes.com/recipe/19247/soft-oatmeal-cookies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Oatmeal Cookie Recipes', 'Soft Oatmeal Cookies']",4.5,5033,"['cook: 10 mins', 'additional: 1 hr 35 mins', 'total: 2 hrs', 'prep: 15 mins', 'Servings: 24', 'Yield: 2 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F01%2F3779973_original.jpg,"['1 cup butter, softened ', '1 cup white sugar ', '1 cup packed brown sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '2 cups all-purpose flour ', '1 teaspoon baking soda ', '1 teaspoon salt ', '1\u2009½ teaspoons ground cinnamon ', '3 cups quick cooking oats ']","['In a medium bowl, cream together butter, white sugar, and brown sugar. Beat in eggs one at a time, then stir in vanilla. Combine flour, baking soda, salt, and cinnamon; stir into the creamed mixture. Mix in oats. Cover, and chill dough for at least one hour.', 'Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. Roll the dough into walnut sized balls, and place 2 inches apart on cookie sheets. Flatten each cookie with a large fork dipped in sugar.', 'Bake for 8 to 10 minutes in preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.']",Per Serving:  218 calories; protein 3g; carbohydrates 32.3g; fat 8.8g; cholesterol 35.8mg; sodium 213.1mg. Full Nutrition
Quick and Easy Brownies,https://www.allrecipes.com/recipe/9599/quick-and-easy-brownies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Brownie Recipes', 'Nut Brownie Recipes', 'Quick and Easy Brownies']",4.5,1893,"['cook: 20 mins', 'total: 35 mins', 'prep: 15 mins', 'Servings: 20', 'Yield: 20 bars']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F09%2F17%2F3598901-quick-and-easy-brownies-photo-by-mariana.jpg,"['1 cup butter, melted ', '2 cups white sugar ', '½ cup cocoa powder ', '1 teaspoon vanilla extract ', '4 eggs ', '1\u2009½ cups all-purpose flour ', '½ teaspoon baking powder ', '½ teaspoon salt ', '½ cup walnut halves ']","['Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch pan.', 'Combine the melted butter, sugar, cocoa powder, vanilla, eggs, flour, baking powder, and salt. Spread the batter into the prepared pan. Decorate with walnut halves, if desired.', 'Bake in preheated oven for 20 to 30 minutes or until a toothpick inserted in the center comes out with crumbs, not wet. Cool on wire rack.']",Per Serving:  229 calories; protein 3.1g; carbohydrates 28.8g; fat 12.2g; cholesterol 61.6mg; sodium 150.4mg. Full Nutrition
Edible Cookie Dough,https://www.allrecipes.com/recipe/255365/edible-cookie-dough/,"['Home', 'Recipes', 'Everyday Cooking', 'Quick and Easy', 'Desserts', 'Edible Cookie Dough']",4.5,125,"['total: 10 mins', 'prep: 10 mins', 'Servings: 8', 'Yield: 8 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8753462.jpg,"['¾ cup packed brown sugar ', '½ cup butter ', '1 teaspoon vanilla extract ', '½ teaspoon salt ', '1 cup all-purpose flour ', '2 tablespoons milk ', '½ cup milk chocolate chips ', '½ cup mini chocolate chips ']","['Combine brown sugar and butter in a large bowl; beat with an electric mixer until creamy. Beat in vanilla extract and salt. Add flour; mix until a crumbly dough forms. Mix in milk. Fold in milk chocolate chips and mini chocolate chips.', 'There is a potential risk of foodborne illness from the consumption of raw flour.']",Per Serving:  348 calories; protein 3g; carbohydrates 45.5g; fat 18.5g; cholesterol 34.3mg; sodium 253.5mg. Full Nutrition
"Best Big, Fat, Chewy Chocolate Chip Cookie",https://www.allrecipes.com/recipe/25037/best-big-fat-chewy-chocolate-chip-cookie/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Chocolate Chip Cookie Recipes', 'Best Big, Fat, Chewy Chocolate Chip Cookie']",4.5,11973,"['cook: 15 mins', 'additional: 15 mins', 'total: 40 mins', 'prep: 10 mins', 'Servings: 18', 'Yield: 1 1/2 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9088452.jpg,"['2 cups all-purpose flour ', '½ teaspoon baking soda ', '½ teaspoon salt ', '¾ cup unsalted butter, melted ', '1 cup packed brown sugar ', '½ cup white sugar ', '1 tablespoon vanilla extract ', '1 egg ', '1 egg yolk ', '2 cups semisweet chocolate chips ']","['Preheat the oven to 325 degrees F (165 degrees C). Grease cookie sheets or line with parchment paper.', 'Sift together the flour, baking soda and salt; set aside.', 'In a medium bowl, cream together the melted butter, brown sugar and white sugar until well blended. Beat in the vanilla, egg, and egg yolk until light and creamy. Mix in the sifted ingredients until just blended. Stir in the chocolate chips by hand using a wooden spoon. Drop cookie dough 1/4 cup at a time onto the prepared cookie sheets. Cookies should be about 3 inches apart.', 'Bake for 15 to 17 minutes in the preheated oven, or until the edges are lightly toasted. Cool on baking sheets for a few minutes before transferring to wire racks to cool completely.']",Per Serving:  285 calories; protein 2.8g; carbohydrates 40.1g; fat 13.9g; cholesterol 42mg; sodium 110.7mg. Full Nutrition
Three Ingredient Peanut Butter Cookies,https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Peanut Butter Cookie Recipes', 'Three Ingredient Peanut Butter Cookies']",4.5,1584,"['Servings: 6', 'Yield: 1 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F10%2F27%2Fthree-ingredient-peanut-butter-cookies.jpg,"['1 cup peanut butter ', '1 cup white sugar ', '1 egg ']","['Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper.', 'Combine the peanut butter, white sugar and egg. Mix until smooth.', 'Drop spoonfuls of dough onto the prepared baking sheet. Bake at 350 degrees F (175 degrees C) for 6 to 8 minutes. Do not overbake! These cookies are best when they are still soft and just barely brown on the bottoms.']",Per Serving:  394 calories; protein 11.8g; carbohydrates 41.8g; fat 22.5g; cholesterol 31mg; sodium 209mg. Full Nutrition
The Best Rolled Sugar Cookies,https://www.allrecipes.com/recipe/10402/the-best-rolled-sugar-cookies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Sugar Cookie Recipes', 'The Best Rolled Sugar Cookies']",4.5,10913,"['bake: 6 mins', 'chill: 1 hr', 'total: 1 hr 26 mins', 'prep: 20 mins', 'Servings: 60', 'Yield: 60 cookies']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F03%2F20%2F10402-The-best-rolled-sugar-cookies-mfs-090.jpg,"['1\u2009½ cups butter, softened ', '2 cups white sugar ', '4 eggs ', '1 teaspoon vanilla extract ', '5 cups all-purpose flour ', '2 teaspoons baking powder ', '1 teaspoon salt ']","['Cookies are the perfect treat to make for any occasion. Celebrating a holiday? Bake cookies. Having a get-together? Bake cookies. Need snacks? Bake cookies. Holding a bake sale? Bake cookies. You get the picture. And of all the thousands of cookie recipes on Allrecipes, this is one of our best sugar cookie recipes, as rated and reviewed by our community of home cooks.', ""Using this recipe for The Best Rolled Sugar Cookies, you can roll out the sugar cookie dough, cut it into all sorts of shapes and sizes, and decorate the cookies to suit the occasion. So, let's dive in and see how to make sugar cookies from scratch following this recipe, with lots of tips and tricks along the way to ensure cookie-baking success."", ""ButterUse unsalted butter that's just soft enough to be pliable, but not warm enough to be greasy. If you press your fingertip into the butter it should leave a slight indentation, but should not be soft and mushy."", 'SugarSimply spoon white granulated sugar into your measuring cup and level it off with the flat edge of a knife, spatula, or bench scraper.', 'EggsUse cool or room temperature large eggs.', 'Vanilla extractFor the best flavor, use real vanilla extract instead of imitation vanilla.', ""FlourUse all-purpose flour. To measure flour, fluff it up with a spoon in the bag or container, then use the spoon to scoop it into the measuring cup and level it off. Don't pack the flour into the measuring cup or the ingredient ratio will be off and your cookies may turn out too dry and crumbly."", 'Baking powderBaking powder is a leavening agent and helps the cookie dough rise while baking.', 'SaltUse regular table salt for this recipe.', ""Cream the butter and sugarThe first thing you'll do is beat together the butter and sugar with an electric mixer (hand-held or stand mixer) until the mixture is light and fluffy. Depending on the mixer you use, this could take four to five minutes. Why do you cream butter and sugar in the first place? It's all about incorporating air into the mixture. The micro pockets of air you create by creaming cause the dough to rise as it bakes so your cookies will be light in texture instead of flat and dense. Cool (not cold) butter works best; butter that's too warm won't let you create the structure you need."", ""Add eggs and vanillaAfter the butter and sugar are creamed, add the eggs and vanilla. Many home cooks like to add the eggs one at a time. You'll want the eggs and vanilla to be thoroughly mixed into the butter and sugar before adding the dry ingredients."", 'Add flour, baking powder, and saltMeasure these dry ingredients into a separate bowl, whisk them together thoroughly, then turn your mixer to a lower speed and stir the flour mixture into the butter and sugar mixture. Be sure to scrape the sides of the mixing bowl a couple of times so there are no streaks of flour in the dough.', 'Cover and chill the doughCover the dough with plastic wrap and refrigerate for at least one hour. This firms up the butter in the dough and helps prevent the cookies from spreading as they bake.', 'Read more: Common Cookie-Baking Mistakes You May Be Making', ""Remove the dough from the refrigerator and let it sit at room temperature for a few minutes while you turn on the oven, prep your baking sheets, and gather your cookie cutters. By the time you're ready to roll, the dough will be easier to handle. Dust your countertop and rolling pin with flour to prevent the dough from sticking. Roll the dough into an even thickness, about ¼ to ½ inch. Dip the sharp edge of your cookie cutter into flour and cut out shapes. Place them on a cookie sheet lined with parchment paper, leaving an inch or more of space between the cutouts. This space allows the dough to spread slightly and the hot oven air to circulate around each cookie for even baking."", 'Read more: How to Make Cut-Out Sugar Cookies', ""Good baking requires more than just popping something into the oven. For one thing, there's the temperature. Every oven heats differently. That's why we always recommend you use an oven thermometer to measure the real temperature before you start baking. And then there are the oven hot spots. To make sure your cookies (or any baked goods) bake evenly, its a good idea to rotate your pan halfway through the baking time."", ""These sugar cookies take only six to eight minutes to bake. You want them to be slightly browned around the edges but still light in color overall. Transfer them to a wire rack to cool completely; they'll firm up as they cool."", ""Note: Lining your baking sheet with parchment paper allows you to slide the cookies, paper and all, onto the rack so you don't have to touch the warm cookies and risk bending or breaking them if you tried to pry them off the sheet with a spatula. This is especially important if you're baking sugar cookie cutouts with intricate shapes. After the cookies cool for about 10 minutes, you can slide them off the parchment paper itself and reuse the paper for another batch of cookies. Be sure your baking sheet is completely cooled before loading it up again. You don't want to melt the cookies before they bake."", ""The main thing to remember is to let the cookies cool completely before applying cookie icing or frosting so the heat from the cookies doesn't melt it off."", 'Read more: How to Decorate Cookies With Easy Tips and Techniques', ""Sugar cookies can be stored in an airtight container in the refrigerator for about three days before they start losing their freshness. If you've decorated your cookies with royal icing, which dries hard to the touch, you can stack the cookies. Cookies decorated with soft frosting should be stored in single layers, or with parchment paper or waxed paper between the layers if you have to stack them. You can freeze sugar cookies in airtight freezer bags for up to three months."", 'Read more: How to Store Cookies', '""These ARE the best! I didn\'t change the recipe at all. I didn\'t have any problems at all with the dough being sticky. It was the smoothest, most cooperative cookie dough I\'ve ever worked with. I only chilled mine for 1 hour and worked with a quarter of the dough at a time. I keep the remaining dough in the refrigerator until I was ready to use it. The cookies turned out soft and moist...WONDERFUL,"" says Allrecipes home cook CRYSTALJJP.', '""THESE SUGAR COOKIES ARE GREAT,"" says mom2PJnAM. ""I highly recommend this recipe. I added 1 teaspoon of pure hazelnut extract (you can add any other flavor, such as lemon). I have a suggestion for those of you who have little counter space (since this recipe yields ALOT of dough). I would immediately roll out the dough in batches between sheets of waxed paper rather than chilling balls of dough overnight.""', '""This recipe cut nicely and retained its shape as long as the dough was chilled. I floured and rolled it between wax paper so as not to reflour and over flour,"" says home cook RUBINI.', 'How to Make Soft Frosted Sugar CookiesMy Favorite Sugar Cookie Recipe Is From My Great-GrandmaOur Best Cookie Recipes of All Time', 'Editorial contributions by Vanessa Greaves', 'Cream together butter and sugar in a large bowl with an electric mixer until smooth. Beat in eggs and vanilla. Stir in flour, baking powder, and salt. Cover, and chill dough for at least 1 hour (or overnight).', 'Preheat oven to 400 degrees F (200 degrees C).', 'Lightly dust a work surface with flour. Roll out dough to 1/4 to 1/2 inch thickness. Cut into shapes with any cookie cutter. Place cookies 1 inch apart on ungreased baking sheets.', 'Bake in the preheated oven until cookies are lightly browned, 6 to 8 minutes. Carefully transfer cookies to a wire rack and cool completely before decorating.']",Per Serving:  110 calories; protein 1.5g; carbohydrates 14.7g; fat 5g; cholesterol 24.6mg; sodium 92.6mg. Full Nutrition
Chewy Chocolate Chip Oatmeal Cookies,https://www.allrecipes.com/recipe/24445/chewy-chocolate-chip-oatmeal-cookies/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Oatmeal Cookie Recipes', 'Chewy Chocolate Chip Oatmeal Cookies']",4.5,5400,"['cook: 12 mins', 'cool: 15 mins', 'total: 47 mins', 'prep: 20 mins', 'Servings: 42', 'Yield: 42 cookies']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F03%2F20%2F24445-ChewyChocolateChip-OatmealCookies-mfs-00926.jpg,"['1 cup butter, softened ', '1 cup packed light brown sugar ', '½ cup white sugar ', '2 eggs ', '2 teaspoons vanilla extract ', '1\u2009¼ cups all-purpose flour ', '½ teaspoon baking soda ', '1 teaspoon salt ', '3 cups quick-cooking oats ', '1 cup chopped walnuts ', '1 cup semisweet chocolate chips ']","[""Whoever said oatmeal cookies are boring has clearly never tried this recipe. Seriously, what's up with people hating on oatmeal cookies? Once anyone tries these chocolate- and nut-packed oatmeal cookies, they won't have another bad word to say."", ""These oatmeal chocolate chip cookies have over 3,000 5-star reviews — and we're pretty sure you're about to add another one."", ""These oatmeal chocolate chip cookies are super easy to mix up in a stand mixer or with your hand mixer. Simply cream together your butter (make sure it's soft for easy beating) and sugars. Then add the rest of the wet ingredients, then the rest of the dry ingredients."", ""Mix in the quick oats, walnuts, and chocolate chips by hand so they don't get crushed."", ""Luckily for you, these are drop cookies, so you don't even have to worry about working with the dough. Simply drop spoonfuls of dough onto ungreased baking sheets and bake them."", ""We know, the oat selection in the grocery store can be quite overwhelming. There's just so many options to choose from. For oatmeal chocolate chip cookies, you should use either quick-cooking oats (like in this recipe) or old-fashioned oats.\xa0"", ""Old-fashioned oats will give you chewier cookies than quick-cooking oats, if that's what you prefer."", ""Store baked cookies in an airtight container at room temperature for up to two weeks. Though they probably won't last that long because you'll want to eat them all straight out of the oven!"", 'You can freeze oatmeal chocolate chip cookies both baked and unbaked.\xa0', 'To freeze baked cookies, store them in layers with a piece of parchment paper in between each layer in airtight containers or zip-top bags (make sure to squeeze out the excess air). Freeze for up to three months.\xa0', ""To freeze cookie dough, place the dough balls on a baking sheet and place them in the freezer until solid. After the dough is hardened, transfer it to a zip-top bag (with the excess air squeezed out) and freeze for up to three months. When you're ready to bake, thaw the cookie dough in the fridge overnight and bake at 325 degrees F. You may need to add a few extra minutes to the baking time — especially if the dough is still hard."", '""These cookies are so good! Crispy on the outside and chewy in the middle. I had a lot of white chocolate chips so I mixed in white chocolate chips, then divided the dough and added butterscotch chips to half and chocolate chips to the other half,"" says HISTORYGIRL04.', '""After trying many different oatmeal cookies looking for the perfect chewy cookie I finally found this one! I do add some cinnamon and nutmeg because I like some spice in my oatmeal cookies. Perfect,"" raves Shannon.', '""These are delicious. Having made oatmeal cookies before, I found chilling them for 20 min before baking prevented the flat cookie. I did not put in any nuts, so my kids could take them to school. Otherwise I followed the recipe and we love them,"" according to Mamabear2017.', 'Editorial contributions by Bailey Fink', 'Preheat the oven to 325 degrees F (165 degrees C).', 'Cream together butter, brown sugar, and white sugar in a large bowl until smooth. Beat in eggs one at a time, until well combined; stir in vanilla extract.', 'Combine flour, baking soda, and salt in a separate bowl; stir into the creamed mixture until just blended. Mix in quick oats, walnuts, and chocolate chips. Drop batter by heaping spoonfuls onto ungreased baking sheets.', 'Bake in the preheated oven for 12 minutes. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.']",Per Serving:  145 calories; protein 2.1g; carbohydrates 17.2g; fat 8.1g; cholesterol 20.5mg; sodium 107.2mg. Full Nutrition
Sopapilla Cheesecake Pie,https://www.allrecipes.com/recipe/169305/sopapilla-cheesecake-pie/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Bar Cookie Recipes', 'Cheesecake Bar Recipes', 'Sopapilla Cheesecake Pie']",5,2593,"['cook: 45 mins', 'additional: 2 hrs', 'total: 3 hrs', 'prep: 15 mins', 'Servings: 12', 'Yield: 1 9x13-inch cheesecake']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2019%2F02%2F453301.jpg,"['2 (8 ounce) packages cream cheese, softened ', '1\u2009¾ cups white sugar, divided ', '1 teaspoon Mexican vanilla extract ', '2 (8 ounce) cans refrigerated crescent rolls ', '1 teaspoon ground cinnamon ', '½ cup butter, room temperature ', '¼ cup honey ']","['Preheat an oven to 350 degrees F (175 degrees C). Prepare a 9x13 inch baking dish with cooking spray.', 'Beat the cream cheese with 1 cup of sugar and the vanilla extract in a bowl until smooth.', 'Unroll the cans of crescent roll dough, and use a rolling pin to shape each piece into 9x13 inch rectangles. Press one piece into the bottom of a 9x13 inch baking dish. Evenly spread the cream cheese mixture into the baking dish, then cover with the remaining piece of crescent dough. Stir together 3/4 cup of sugar, cinnamon, and butter. Dot the mixture over the top of the cheesecake.', 'Bake in the preheated oven until the crescent dough has puffed and turned golden brown, about 30 minutes. Remove from the oven and drizzle with honey. Cool completely in the pan before cutting into 12 squares.', 'The magazine version of this recipe uses 1 1/2 cups sugar and 1/3 cup butter.']",Per Serving:  481 calories; protein 5.6g; carbohydrates 50.8g; fat 28.7g; cholesterol 61.4mg; sodium 458.7mg. Full Nutrition
No Bake Cookies I,https://www.allrecipes.com/recipe/9832/no-bake-cookies-i/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'No-Bake Cookie Recipes', 'No Bake Cookies I']",4.5,1177,"['additional: 35 mins', 'total: 45 mins', 'prep: 10 mins', 'Servings: 36', 'Yield: 3 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F04%2F15%2F467751.jpg,"['1\u2009¾ cups white sugar ', '½ cup milk ', '½ cup butter ', '4 tablespoons unsweetened cocoa powder ', '½ cup crunchy peanut butter ', '3 cups quick-cooking oats ', '1 teaspoon vanilla extract ']","['In a medium saucepan, combine sugar, milk, butter, and cocoa. Bring to a boil, and cook for 1 1/2 minutes. Remove from heat, and stir in peanut butter, oats, and vanilla. Drop by teaspoonfuls onto wax paper. Let cool until hardened.']",Per Serving:  110 calories; protein 2g; carbohydrates 15.6g; fat 4.9g; cholesterol 7mg; sodium 37.5mg. Full Nutrition
Lemon Cream Cheese Bars,https://www.allrecipes.com/recipe/237181/lemon-cream-cheese-bars/,"['Home', 'Recipes', 'Desserts', 'Fruit Desserts', 'Lemon Dessert Recipes', 'Lemon Cream Cheese Bars']",4.5,264,"['cook: 30 mins', 'additional: 1 hr 20 mins', 'total: 2 hrs 5 mins', 'prep: 15 mins', 'Servings: 24', 'Yield: 24 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F03%2F03%2F237181-lemon-cream-cheese-bars-lutzflcatjpg.jpg,"[' cooking spray ', '2 (8 ounce) packages refrigerated crescent roll dough (such as Pillsbury® Recipe Creations®), divided ', '2 lemons, zested and juiced, divided ', '2 (8 ounce) packages cream cheese, softened ', '½ cup white sugar ', '2 tablespoons butter, melted ', '3 tablespoons white sugar ']","['Preheat oven to 350 degrees F (175 degrees C). Line the bottom of a 9x13-inch baking dish with aluminum foil and spray with cooking spray.', 'Press 1 can crescent roll dough into the bottom of the prepared baking dish, stretching to the edges.', 'Mix the zest of 1 1/2 lemons and juice from 2 lemons together in a bowl. Beat cream cheese and 1/2 cup sugar into lemon zest mixture using an electric mixer until smooth and creamy; spread over crescent roll dough layer.', 'Unroll the second can of crescent roll dough and layer over cream cheese mixture, gently stretching dough to the edges. Brush melted butter over crescent roll dough layer. Mix remaining lemon zest and 3 tablespoons sugar together in a bowl; sprinkle over butter.', 'Bake in the preheated oven until top is golden brown, about 30 minutes. Allow to cool for about 20 minutes. Lift dessert from baking dish using foil; transfer to a cutting board. Cut into squares, leaving on foil. Return dessert to the baking dish and refrigerate until chilled, at least 1 hour.']",Per Serving:  171 calories; protein 2.9g; carbohydrates 14.6g; fat 11.5g; cholesterol 23.1mg; sodium 209mg. Full Nutrition
Deep Fried Oreos,https://www.allrecipes.com/recipe/166081/deep-fried-oreos/,"['Home', 'Recipes', 'Holidays and Events Recipes', 'Events and Gatherings Recipes', 'Carnivals and Fairs', 'Deep Fried Oreos']",4.5,279,"['cook: 20 mins', 'total: 30 mins', 'prep: 10 mins', 'Servings: 30', 'Yield: 30 cookies']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2015%2F07%2Ffilenhz7ns.jpg,"['2 quarts vegetable oil for frying ', '1 large egg ', '1 cup milk ', '2 teaspoons vegetable oil ', '1 cup pancake mix ', '1 (18 ounce) package cream-filled chocolate sandwich cookies (such as Oreo®) ']","['Heat oil in deep-fryer to 375 degrees F (190 degrees C).', 'Whisk together the egg, milk, and 2 teaspoons of vegetable oil in a bowl until smooth. Stir in the pancake mix until no dry lumps remain. Dip the cookies into the batter one at a time, and carefully place into the hot frying oil. Fry only 4 or 5 at a time to avoid overcrowding the deep fryer. Cook until the cookies are golden-brown, about 2 minutes. Drain on a paper towel-lined plate before serving.']",Per Serving:  156 calories; protein 1.8g; carbohydrates 16g; fat 9.8g; cholesterol 6.9mg; sodium 152.3mg. Full Nutrition
Seven Layer Bars,https://www.allrecipes.com/recipe/9889/seven-layer-bars/,"['Home', 'Recipes', 'Desserts', 'Cookies', 'Bar Cookie Recipes', 'Seven Layer Bars']",4.5,636,"['cook: 25 mins', 'additional: 20 mins', 'total: 1 hr', 'prep: 15 mins', 'Servings: 36', 'Yield: 3 dozen']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3624058.jpg,"['½ cup unsalted butter ', '1\u2009½ cups graham cracker crumbs ', '1 cup semisweet chocolate chips ', '1 cup butterscotch chips ', '1 cup chopped walnuts ', '1 (14 ounce) can sweetened condensed milk ', '1\u2009⅓ cups shredded coconut ']","['Preheat oven to 350 degrees F (180 degrees C).', 'Place butter in 13 x 9 inch pan and melt in oven. Swirl to coat bottom and sides with butter.', 'Spread graham cracker crumbs evenly over bottom of pan. Layer chocolate chips, butterscotch chips, and nuts over crumbs. Pour condensed milk over nuts. Sprinkle coconut over condensed milk.', 'Bake until edges are golden brown, about 25 minutes. Let cool before cutting into bars.']",Per Serving:  155 calories; protein 1.9g; carbohydrates 16.5g; fat 9.5g; cholesterol 10.5mg; sodium 48.8mg. Full Nutrition
